scene_group,filename,annotation_status,split
scene-0034,20260729_102855(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102855.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102856.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102857(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102857.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102858(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102858.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102859(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102859.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102900(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102900.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102901.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102902(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102902(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102902.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102903(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102903(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102903.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102904(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102904(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102904(2).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102904.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102905(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102905(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102905.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102906(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102906(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102906(2).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102906.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102907(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102907(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102907.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102908(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102908(1).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102908.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102911.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102912(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102912.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102913(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102913.jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102914(0).jpg,UNLABELED,unlabeled_pool
scene-0034,20260729_102914.jpg,UNLABELED,unlabeled_pool
scene-0035,20260729_102919(0).jpg,UNLABELED,unlabeled_pool
scene-0035,20260729_102919.jpg,UNLABELED,unlabeled_pool
scene-0035,20260729_102920.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103521.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103522.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103524.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103527.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103528.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103530.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103531(0).jpg,OWNER_ACCEPTED,train
scene-0036,20260729_103531.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103532.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103533.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103535(0).jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103535.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103536(0).jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103536.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103537(0).jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103537.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103540(0).jpg,OWNER_ACCEPTED,train
scene-0036,20260729_103540.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103542.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103543.jpg,UNLABELED,unlabeled_pool
scene-0036,20260729_103544.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103548(0).jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103548.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103549.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103550.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103551(0).jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103551.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103552.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103554.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103556.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103558.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103601.jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103602(0).jpg,UNLABELED,unlabeled_pool
scene-0037,20260729_103602.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103735.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103736.jpg,OWNER_ACCEPTED,train
scene-0038,20260729_103738.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103739.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103741(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103741.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103743(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103743.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103744.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103745(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103745.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103746(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103746.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103747(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103747.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103748(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103748.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103749.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103750(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103750(1).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103750.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103751(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103751.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103752(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103752.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103753(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103753.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103754(0).jpg,OWNER_ACCEPTED,train
scene-0038,20260729_103754.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103755(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103755(1).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103755.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103756(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103756.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103757(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103757.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103758(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103758(1).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103758.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103759(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103759.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103800(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103800(1).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103800.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103801(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103801(1).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103801(2).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103801.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103802(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103802(2).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103802.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103803(0).jpg,OWNER_ACCEPTED,train
scene-0038,20260729_103803.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103804(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103804.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103805(0).jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103805.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103806.jpg,OWNER_ACCEPTED,train
scene-0038,20260729_103809.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103810.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103812.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103814.jpg,UNLABELED,unlabeled_pool
scene-0038,20260729_103816.jpg,OWNER_ACCEPTED,train
scene-0038,20260729_103817.jpg,OWNER_ACCEPTED,train
scene-0038,20260729_103819.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103823.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103826.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103827.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103828.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103829.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103830.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103831.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103834.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103835.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103836.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103837.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103838.jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103839(0).jpg,UNLABELED,unlabeled_pool
scene-0039,20260729_103839.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103848.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103849.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103850.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103851.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103852(0).jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103852.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103853.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103854.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103855.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103856(0).jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103856.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103857.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103858(0).jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103858.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103859.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103900.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103901(0).jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103901.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103902.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103905.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103906.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103907(0).jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103907.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103908.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103909(0).jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103909.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103910.jpg,UNLABELED,unlabeled_pool
scene-0040,20260729_103911.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103917.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103918(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103918.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103919(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103919.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103922.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103923(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103923.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103924.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103925(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103925.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103926(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103926.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103927(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103927.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103928(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103928.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103929(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103929.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103930(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103930.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103931(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103931.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103932(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103932.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103933(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103933.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103934(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103934.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103935.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103936.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103937(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103937.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103938(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103938.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103939.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103940.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103941(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103942.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103943(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103943.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103944(0).jpg,OWNER_ACCEPTED,test
scene-0041,20260729_103944.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103945(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103945.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103946(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103946.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103947.jpg,OWNER_ACCEPTED,test
scene-0041,20260729_103948(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103948.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103949(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103949.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103950.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103951(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103951.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103952(0).jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103952.jpg,UNLABELED,unlabeled_pool
scene-0041,20260729_103953(0).jpg,OWNER_ACCEPTED,test
scene-0041,20260729_103953.jpg,UNLABELED,unlabeled_pool
